ticket_id,description,category,severity,resolution,resolution_cluster,user_tier,department,auto_resolved,verified,created_at
INC-10126,password expired cannot login to laptop need this fixed today,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Sales,True,True,2025-03-10T00:00:00Z
INC-10127,some websites blocked incorrectly by firewall this is urgent,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Finance,True,True,2026-01-09T00:00:00Z
INC-10128,vpn logs showing tls handshake failure,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Procurement,True,True,2025-02-28T00:00:00Z
INC-10129,my credentials work on phone but not on laptop,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,IT,False,True,2025-12-13T00:00:00Z
INC-10130,new ip phone not getting network connectivity,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Operations,True,True,2025-10-19T00:00:00Z
INC-10131,no access to SAP module after role change please help asap,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Engineering,True,True,2025-09-19T00:00:00Z
INC-10132,new team member needs same access as colleague this is urgent,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Operations,True,True,2026-01-13T00:00:00Z
INC-10133,network adapter not detected after driver update need this fixed today this is urgent,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Procurement,True,True,2025-06-22T00:00:00Z
INC-10134,"Hi team, access request submitted weeks ago still pending approval",Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Finance,True,True,2025-02-25T00:00:00Z
INC-10135,CEO MFA broken after new phone urgent board call tonight,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,vip,Legal,False,True,2025-09-03T00:00:00Z
INC-10136,"Hi team, SAP interface jobs failing since yesterday midnight need this fixed today",SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Sales,True,True,2025-04-07T00:00:00Z
INC-10137,removed from security group by mistake lost access,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Marketing,True,True,2025-07-01T00:00:00Z
INC-10138,vpn drops when switching between wifi networks this is urgent,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Sales,False,True,2025-12-09T00:00:00Z
INC-10139,vpn license expired for our team this is urgent,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Sales,True,True,2025-01-26T00:00:00Z
INC-10140,network share mounting at login is failing please help asap,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Finance,True,True,2025-06-27T00:00:00Z
INC-10141,printer shows offline even though its on!!,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Logistics,True,True,2025-08-06T00:00:00Z
INC-10142,"Hi team, application wont uninstall stuck in programs list",Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Marketing,True,True,2025-11-07T00:00:00Z
INC-10143,new laptop cant setup outlook profile error need this fixed today please help asap,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Procurement,True,True,2025-10-29T00:00:00Z
INC-10144,citrix workspace not launching applications,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Marketing,True,True,2025-05-11T00:00:00Z
INC-10145,browser keeps reverting to older version after update,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Operations,True,True,2025-06-25T00:00:00Z
INC-10146,new starter account not activated on joining date,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Engineering,True,True,2025-12-10T00:00:00Z
INC-10147,user promoted needs manager level system access now please help asap,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Legal,True,True,2025-09-28T00:00:00Z
INC-10148,cant install vpn client on new laptop need this fixed today,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Finance,True,True,2025-01-15T00:00:00Z
INC-10149,network driver rollback needed after bad update,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Procurement,True,True,2025-12-01T00:00:00Z
INC-10150,"Hi team, product key invalid for microsoft software on new machine",Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Procurement,True,True,2025-09-14T00:00:00Z
INC-10151,missing dll error when launching business application please help asap,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Procurement,True,True,2025-03-26T00:00:00Z
INC-10152,vpn profile disappeared after reimaging laptop need this fixed today please help asap,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,HR,True,True,2025-11-27T00:00:00Z
INC-10153,forgot password secret questions not working,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Finance,True,True,2025-03-09T00:00:00Z
INC-10154,"Hi team, software needs specific port opened for activation",Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Procurement,True,True,2026-01-24T00:00:00Z
INC-10155,network port on patch panel not labelled correctly,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Legal,True,True,2025-04-21T00:00:00Z
INC-10156,new employee outlook not provisioned after onboarding this is urgent,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Procurement,True,True,2025-12-06T00:00:00Z
INC-10157,account inactive after extended leave need reactivation,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Legal,True,True,2025-03-31T00:00:00Z
INC-10158,mailbox full cannot receive new emails need this fixed today this is urgent,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,HR,True,True,2025-10-14T00:00:00Z
INC-10159,printer recently moved to new location now not found this is urgent,Printer Issues,P4,Re-map network printer and verify IP address,printer_network_map,standard,Procurement,True,True,2025-01-12T00:00:00Z
INC-10160,cant activate windows on new laptop,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Procurement,True,True,2025-03-10T00:00:00Z
INC-10161,SAP PM module access required for maintenance engineer,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Engineering,True,True,2025-02-07T00:00:00Z
INC-10162,CFO outlook not working cannot access email,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,vip,Legal,False,True,2025-04-05T00:00:00Z
INC-10163,"Hi team, adobe acrobat crashes with different errors each time",Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Engineering,False,False,2025-10-15T00:00:00Z
INC-10164,need access to project folder for new team member this is urgent,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Finance,True,True,2025-03-31T00:00:00Z
INC-10165,new software request not in software center need this fixed today,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Engineering,True,True,2025-11-24T00:00:00Z
INC-10166,SAP background jobs stuck in queued state!!,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Sales,True,True,2025-08-24T00:00:00Z
INC-10167,urgent - lost authenticator app access,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Procurement,True,True,2025-02-12T00:00:00Z
INC-10168,VP Sales account locked before quarterly business review,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,vip,Legal,False,True,2025-11-29T00:00:00Z
INC-10169,vpn token generator hardware device stopped working,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Logistics,True,True,2025-12-23T00:00:00Z
INC-10170,colour printer printing in black and white only need this fixed today,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Legal,True,True,2025-08-23T00:00:00Z
INC-10171,print queue stuck all jobs pending please help asap,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Engineering,True,True,2025-12-28T00:00:00Z
INC-10172,"Hi team, gpo preventing remote desktop to my own workstation need this fixed today",Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Engineering,True,True,2025-08-29T00:00:00Z
INC-10173,SAP screen goes blank after 5 minutes idle please help asap,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,HR,True,True,2025-10-27T00:00:00Z
INC-10174,"Hi team, voip phone not registering likely network port issue",Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,True,True,2025-11-26T00:00:00Z
INC-10175,vpn not connecting says authentication failed,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Engineering,True,True,2025-12-18T00:00:00Z
INC-10176,"Hi team, vpn setup required for new contractor starting this week",VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,contractor,Finance,True,True,2025-01-30T00:00:00Z
INC-10177,network switch port needs enabling for new pc,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Sales,True,True,2025-07-17T00:00:00Z
INC-10178,urgent - contacts not syncing between phone and outlook,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Sales,True,True,2025-10-08T00:00:00Z
INC-10179,cannot delete stuck print jobs queue frozen need this fixed today,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Finance,True,True,2026-01-19T00:00:00Z
INC-10180,urgent - missing SAP roles after system migration need this fixed today,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Logistics,True,True,2026-01-29T00:00:00Z
INC-10181,cannot login to SAP invalid credentials please help asap,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,HR,True,True,2025-12-19T00:00:00Z
INC-10182,screen lock policy too aggressive locks every 2 mins,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,HR,True,True,2025-02-05T00:00:00Z
INC-10183,browser extension needed for internal app not installing need this fixed today,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Sales,True,True,2025-10-19T00:00:00Z
INC-10184,spam filter blocking internal emails from finance,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,IT,True,True,2025-07-22T00:00:00Z
INC-10185,software restriction policy blocking approved app!!,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,IT,True,True,2025-06-11T00:00:00Z
INC-10186,browser extension needed for internal app not installing,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Finance,True,True,2025-06-04T00:00:00Z
INC-10187,whole remote team cannot connect to vpn since 8am,VPN Problems,P2,Push updated VPN configuration to user device,vpn_config_push,standard,Operations,False,True,2025-05-10T00:00:00Z
INC-10188,urgent - temp contractor needs system access for project need this fixed today,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Sales,True,True,2025-06-12T00:00:00Z
INC-10189,new joiner cannot login on first day,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Legal,True,True,2025-04-15T00:00:00Z
INC-10190,power bi desktop not opening after update need this fixed today,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Engineering,True,True,2025-09-28T00:00:00Z
INC-10191,license count exceeded new users cant activate,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Engineering,True,True,2025-05-28T00:00:00Z
INC-10192,SAP interface jobs failing since yesterday midnight please help asap,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Engineering,True,True,2025-08-13T00:00:00Z
INC-10193,microsoft authenticator asking for setup again after IT rebuild!!,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,True,True,2025-08-14T00:00:00Z
INC-10194,cant access any websites but internal systems work,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Logistics,True,True,2025-11-02T00:00:00Z
INC-10195,urgent - intermittent network sometimes works sometimes doesnt,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Legal,False,False,2025-12-07T00:00:00Z
INC-10196,cant map network drive access denied need this fixed today,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,HR,True,True,2025-02-11T00:00:00Z
INC-10197,SAP account locked after failed logins please help asap,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,HR,True,True,2025-09-15T00:00:00Z
INC-10198,acces denied to share drive plz give permissions need this fixed today this is urgent,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Sales,True,True,2025-05-06T00:00:00Z
INC-10199,user account not found in new domain after company merger,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Marketing,True,True,2025-07-28T00:00:00Z
INC-10200,user account not synced from HR to AD need this fixed today please help asap,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Sales,True,True,2025-12-01T00:00:00Z
INC-10201,vpn error 812 authentication rejected by gateway,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Sales,True,True,2025-09-06T00:00:00Z
INC-10202,email stuck in outbox not sending need this fixed today,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,IT,True,True,2025-11-28T00:00:00Z
INC-10203,acces denied to share drive plz give permissions,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,HR,True,True,2025-06-26T00:00:00Z
INC-10204,bitlocker policy forcing encryption need exemption,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Logistics,True,True,2025-08-28T00:00:00Z
INC-10205,SAP session keeps timing out every few minutes please help asap,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Logistics,False,False,2025-09-23T00:00:00Z
INC-10206,wifi keeps disconnecting every few minutes,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Sales,True,True,2025-09-22T00:00:00Z
INC-10207,vpn profile type changed after group policy update this is urgent,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Procurement,True,True,2025-11-10T00:00:00Z
INC-10208,network cable connected but showing no network,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Sales,True,True,2025-09-14T00:00:00Z
INC-10209,printer error 0x00000709 when setting as default need this fixed today,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Procurement,True,True,2025-12-23T00:00:00Z
INC-10210,vpn config file corrupt after system restore please help asap,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Marketing,True,True,2025-11-15T00:00:00Z
INC-10211,vpn requiring reauth every hour too frequent!!,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Logistics,False,True,2026-01-10T00:00:00Z
INC-10212,SAP application server overloaded users getting kicked out,SAP Issues,P2,Restart SAP application service and clear job queue,sap_service_restart,standard,Procurement,False,True,2025-12-22T00:00:00Z
INC-10213,wired connection slower than expected after gigabit upgrade,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Legal,True,True,2025-05-08T00:00:00Z
INC-10214,vpn client not starting on windows 11 after upgrade need this fixed today this is urgent,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Logistics,True,True,2025-02-22T00:00:00Z
INC-10215,sharepoint sync client stuck on processing changes,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,IT,True,True,2025-01-08T00:00:00Z
INC-10216,outlook profile corrupted need to rebuild,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Procurement,True,True,2025-03-25T00:00:00Z
INC-10217,excel crashing when opening large files after update please help asap,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Engineering,True,True,2025-09-20T00:00:00Z
INC-10218,urgent - SAP fiori launchpad not loading after browser update,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Procurement,True,True,2025-07-31T00:00:00Z
INC-10219,whole team locked out of accounts after AD sync issue,Auth/SSO,P1,Unlock user account in Active Directory,account_unlock,standard,HR,False,True,2025-02-05T00:00:00Z
INC-10220,email forwarding rule sending to wrong address need this fixed today this is urgent,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Legal,True,True,2025-03-09T00:00:00Z
INC-10221,inherited permissions causing access issues on subfolder need this fixed today,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Finance,True,True,2025-03-21T00:00:00Z
INC-10222,emails going to sent folder but recipients not receiving,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Engineering,False,True,2025-09-28T00:00:00Z
INC-10223,moved to new desk no network connection port not active,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,IT,True,True,2025-03-21T00:00:00Z
INC-10224,inbox rules disappeared after outlook update,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Logistics,True,True,2025-02-16T00:00:00Z
INC-10225,teams calls keep dropping network unstable,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Legal,True,True,2025-05-25T00:00:00Z
INC-10226,new printer not showing up in add printer wizard,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,HR,True,True,2025-10-01T00:00:00Z
INC-10227,urgent - authorisation object missing for ME21N transaction,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Logistics,True,True,2025-06-01T00:00:00Z
INC-10228,vpn gateway unreachable error since morning need this fixed today,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Legal,True,True,2025-04-09T00:00:00Z
INC-10229,Head of HR account locked need immediate access,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,vip,Legal,False,True,2025-06-02T00:00:00Z
INC-10230,new employee outlook not provisioned after onboarding need this fixed today,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Legal,True,True,2025-05-19T00:00:00Z
INC-10231,service account password expired causing application failure,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Sales,True,True,2026-01-01T00:00:00Z
INC-10232,whole department lost folder access after server patching,Permissions/Access,P2,Grant folder/share access permissions in AD,permission_folder,standard,IT,False,True,2025-01-24T00:00:00Z
INC-10233,internet extremely slow cant load any pages,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Engineering,True,True,2025-08-21T00:00:00Z
INC-10234,CEO presentation software license expired urgent,Software Install,P3,Assign or reactivate software license for user,software_license_assign,vip,Legal,False,True,2025-03-29T00:00:00Z
INC-10235,software license expired need renewal!!,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Legal,True,True,2025-07-10T00:00:00Z
INC-10236,missing authorisation for VL02N delivery transaction,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Procurement,True,True,2025-05-09T00:00:00Z
INC-10237,SSO certificate expired causing all login failures across company,Auth/SSO,P2,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Procurement,False,True,2025-10-28T00:00:00Z
INC-10238,python not found in PATH after installation,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Engineering,True,True,2025-12-21T00:00:00Z
INC-10239,outlook calendar not syncing with teams meetings,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,IT,False,False,2026-01-25T00:00:00Z
INC-10240,dhcp not assigning ip address to new machine please help asap,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Operations,True,True,2025-06-23T00:00:00Z
INC-10241,urgent - cant send emails larger than 5mb limit too low,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Engineering,True,True,2025-06-24T00:00:00Z
INC-10242,colour laser printer switched to greyscale mode unexpectedly this is urgent,Printer Issues,P4,Reinstall or update printer driver,printer_driver_install,standard,Sales,True,True,2025-11-25T00:00:00Z
INC-10243,vpn certificate expired cannot connect to office network need this fixed today,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Engineering,True,True,2025-09-01T00:00:00Z
INC-10244,local network fine but cloud services unreachable!!,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Finance,True,True,2025-02-27T00:00:00Z
INC-10245,SAP session keeps timing out need credentials refreshed,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Logistics,True,True,2025-07-21T00:00:00Z
INC-10246,"Hi team, password expired cannot login to laptop",Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Legal,True,True,2025-04-13T00:00:00Z
INC-10247,adobe acrobat crashes immediately after install this is urgent,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Engineering,True,True,2025-12-20T00:00:00Z
INC-10248,urgent - vpn cert expired need renew urgent need this fixed today,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Procurement,True,True,2025-09-11T00:00:00Z
INC-10249,"Hi team, network cable connected but showing no network need this fixed today",Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Procurement,True,True,2026-01-31T00:00:00Z
