ticket_id,description,category,severity,resolution,resolution_cluster,user_tier,department,auto_resolved,verified,created_at
INC-10250,"Hi team, USB ports blocked by policy need exception",Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Finance,True,True,2025-02-06T00:00:00Z
INC-10251,laptop wifi not detecting 5ghz band,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Finance,True,True,2025-05-11T00:00:00Z
INC-10252,all emails disappeared from inbox after migration,Email Access,P2,Rebuild or repair Outlook profile,email_profile_repair,standard,HR,False,True,2025-11-14T00:00:00Z
INC-10253,urgent - outlook addin crashing application on every startup,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Finance,True,True,2025-08-17T00:00:00Z
INC-10254,printer not connecting after network change need this fixed today this is urgent,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Legal,True,True,2025-04-12T00:00:00Z
INC-10255,"Hi team, network share not accessible from this machine only",Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Legal,True,True,2025-07-19T00:00:00Z
INC-10256,VP of Sales vpn certificate expired working from home,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,vip,Logistics,False,True,2025-03-17T00:00:00Z
INC-10257,vpn connects but very slow cannot work from home need this fixed today,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Marketing,True,True,2025-09-11T00:00:00Z
INC-10258,teams desktop app not installing on windows 11 this is urgent,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Logistics,True,True,2025-07-10T00:00:00Z
INC-10259,SAP HR module blocked for entire HR team since upgrade,SAP Issues,P2,Reassign or repair SAP user role permissions,sap_role_assign,standard,Legal,False,True,2025-10-29T00:00:00Z
INC-10260,accidental deletion of security group broke access for 10 users,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,False,True,2025-10-29T00:00:00Z
INC-10261,vpn two factor prompt not appearing need this fixed today,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Legal,True,True,2025-02-01T00:00:00Z
INC-10262,shared printer not visible to new users,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Finance,True,True,2025-11-07T00:00:00Z
INC-10263,email forwarding rule sending to wrong address,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,HR,True,True,2025-03-26T00:00:00Z
INC-10264,"Hi team, cant access shared mailbox after permissions change need this fixed today",Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Engineering,True,True,2025-01-02T00:00:00Z
INC-10265,password change prompt loops without accepting new password please help asap,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Sales,True,True,2026-01-17T00:00:00Z
INC-10266,software crashes with out of memory error!!,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,HR,False,False,2025-02-23T00:00:00Z
INC-10267,missing authorisation for VL02N delivery transaction need this fixed today,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Logistics,True,True,2025-12-25T00:00:00Z
INC-10268,emails automatically moving to deleted folder,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Engineering,True,True,2025-04-03T00:00:00Z
INC-10269,screen lock policy too aggressive locks every 2 mins need this fixed today please help asap,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Procurement,True,True,2025-07-11T00:00:00Z
INC-10270,microsoft project license not assigned after role change this is urgent,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Finance,True,True,2025-09-09T00:00:00Z
INC-10271,gpo change broke remote access for specific team this is urgent,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Finance,True,True,2025-06-12T00:00:00Z
INC-10272,"Hi team, password reset email not arriving need this fixed today",Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,HR,True,True,2025-08-06T00:00:00Z
INC-10273,cant access shared mailbox after permissions change,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Marketing,True,True,2025-04-04T00:00:00Z
INC-10274,cant install vpn client on new laptop this is urgent,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Legal,True,True,2025-05-06T00:00:00Z
INC-10275,urgent - login page keeps spinning never loads after SSO redirect,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,Marketing,False,True,2025-05-04T00:00:00Z
INC-10276,license server unreachable for engineering software please help asap,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Marketing,True,True,2025-07-28T00:00:00Z
INC-10277,gpo preventing remote desktop to my own workstation,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Operations,True,True,2025-07-17T00:00:00Z
INC-10278,no internet access at my desk since morning,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,True,True,2025-01-25T00:00:00Z
INC-10279,inbox rules disappeared after outlook update need this fixed today,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Sales,True,True,2026-01-11T00:00:00Z
INC-10280,important emails being marked as junk incorrectly,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Logistics,True,True,2025-12-13T00:00:00Z
INC-10281,software update failed application now broken need this fixed today,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Procurement,True,True,2025-10-18T00:00:00Z
INC-10282,"Hi team, getting certificate not trusted error on vpn need this fixed today",VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Legal,True,True,2025-09-26T00:00:00Z
INC-10283,outlook not opening crashes on startup need this fixed today,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Engineering,True,True,2025-09-12T00:00:00Z
INC-10284,vpn client update pushed by IT broke connections for 30 users,VPN Problems,P2,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,HR,False,True,2025-10-27T00:00:00Z
INC-10285,laptop wifi not detecting 5ghz band need this fixed today,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Procurement,True,True,2025-02-25T00:00:00Z
INC-10286,account disabled by IT need access back need this fixed today,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Finance,True,True,2025-11-24T00:00:00Z
INC-10287,password reset email not arriving,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,HR,True,True,2025-01-12T00:00:00Z
INC-10288,vpn profile disappeared after reimaging laptop,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Sales,True,True,2025-04-24T00:00:00Z
INC-10289,print jobs disappearing without printing need this fixed today,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Procurement,True,True,2025-09-19T00:00:00Z
INC-10290,software license tied to old machine need transfer!!,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,IT,True,True,2025-03-07T00:00:00Z
INC-10291,vpn disconnects every 30 minutes,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Operations,True,True,2025-12-07T00:00:00Z
INC-10292,account flagged for suspicious activity now locked need help,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Marketing,True,True,2025-10-02T00:00:00Z
INC-10293,CTO cannot login to SAP for month end review,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,vip,IT,False,True,2025-08-12T00:00:00Z
INC-10294,security group membership not replicating across sites please help asap,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,IT,True,True,2025-01-20T00:00:00Z
INC-10295,no internet access at my workstation plz help need this fixed today,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,HR,True,True,2025-11-19T00:00:00Z
INC-10296,microsoft project license not assigned after role change need this fixed today,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Operations,True,True,2025-06-04T00:00:00Z
INC-10297,new phone cant set up microsoft authenticator need this fixed today,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Procurement,True,True,2025-12-22T00:00:00Z
INC-10298,vpn says maximum connections reached,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Legal,True,True,2026-01-22T00:00:00Z
INC-10299,new laptop cant setup outlook profile error,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Engineering,True,True,2026-02-01T00:00:00Z
INC-10300,application install blocked by applocker policy!!,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Operations,True,True,2025-05-28T00:00:00Z
INC-10301,AD account showing as expired!!,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Sales,True,True,2025-11-07T00:00:00Z
INC-10302,wireless network adapter disabled after sleep mode,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Marketing,True,True,2025-01-09T00:00:00Z
INC-10303,all emails disappeared from inbox after migration,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Logistics,True,True,2025-02-11T00:00:00Z
INC-10304,print queue shows 200 stuck jobs from last night need this fixed today,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Marketing,True,True,2025-11-03T00:00:00Z
INC-10305,reply all storm distribution list sending to wrong group,Email Access,P2,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Procurement,False,True,2025-12-23T00:00:00Z
INC-10306,urgent - vpn root certificate not trusted on new device need this fixed today,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,IT,True,True,2025-06-01T00:00:00Z
INC-10307,file permissions reset after server patching need this fixed today please help asap,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Operations,True,True,2026-01-12T00:00:00Z
INC-10308,cant install printer says access denied need this fixed today,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Sales,True,True,2025-06-02T00:00:00Z
INC-10309,"Hi team, SAP logon showing user already logged in from another session",SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Sales,True,True,2025-10-17T00:00:00Z
INC-10310,SSO keeps logging me out every 10 minutes from all apps,Auth/SSO,P3,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,HR,False,True,2025-03-25T00:00:00Z
INC-10311,CFO missing SAP authorisation for quarter close,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,vip,HR,False,True,2025-02-12T00:00:00Z
INC-10312,network adapter not detected after driver update,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Operations,True,True,2025-05-16T00:00:00Z
INC-10313,missing dll error when launching business application need this fixed today!!,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Operations,True,True,2025-08-26T00:00:00Z
INC-10314,prntr offline plz fix,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,IT,True,True,2025-06-18T00:00:00Z
INC-10315,gpo applying wrong settings to laptop in wrong ou,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Legal,False,False,2025-05-11T00:00:00Z
INC-10316,authorisation object missing for ME21N transaction need this fixed today,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Legal,True,True,2025-07-24T00:00:00Z
INC-10317,contacts not syncing between phone and outlook need this fixed today,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Marketing,True,True,2026-01-14T00:00:00Z
INC-10318,SAP account locked after failed logins need this fixed today this is urgent,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Operations,True,True,2025-10-01T00:00:00Z
INC-10319,need access to project folder for new team member need this fixed today this is urgent,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Logistics,True,True,2025-06-23T00:00:00Z
INC-10320,printer shows completed but nothing actually printed,Printer Issues,P4,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Finance,True,True,2025-03-20T00:00:00Z
INC-10321,new employee mailbox not large enough for business needs,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Marketing,True,True,2025-11-26T00:00:00Z
INC-10322,vpn mfa push notification not arriving on phone,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Operations,True,True,2025-07-20T00:00:00Z
INC-10323,vpn client ui not loading just shows blank window,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Procurement,True,True,2025-06-16T00:00:00Z
INC-10324,vpn connected but remote desktop keeps timing out,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,HR,True,True,2025-03-29T00:00:00Z
INC-10325,software update breaking integration with another tool!!,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Logistics,False,True,2025-10-02T00:00:00Z
INC-10326,cant install software says requires admin rights,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,IT,True,True,2025-01-20T00:00:00Z
INC-10327,account locked after wrong password attempts,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Marketing,True,True,2026-01-09T00:00:00Z
INC-10328,SAP user id deactivated need reactivation please,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Legal,True,True,2025-10-21T00:00:00Z
INC-10329,CFO outlook calendar not showing meetings for today,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,vip,Sales,False,True,2025-02-08T00:00:00Z
INC-10330,printer randomly cancelling jobs mid print need this fixed today,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Marketing,True,True,2025-09-14T00:00:00Z
INC-10331,inherited permissions causing access issues on subfolder,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Engineering,True,True,2025-12-30T00:00:00Z
INC-10332,vpn works on wifi but not on mobile data!!,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,HR,True,True,2025-05-27T00:00:00Z
INC-10333,application compatibility error on windows 11,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Engineering,False,False,2026-01-25T00:00:00Z
INC-10334,"Hi team, office 365 apps showing unlicensed product",Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Procurement,True,True,2025-10-31T00:00:00Z
INC-10335,temp contractor needs system access for project,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,IT,True,True,2025-04-01T00:00:00Z
INC-10336,SAP fiori launchpad not loading after browser update need this fixed today,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Logistics,True,True,2025-01-25T00:00:00Z
INC-10337,"Hi team, antivirus blocking legitimate business application",Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Engineering,True,True,2025-03-06T00:00:00Z
INC-10338,smart card login failing after card replacement!!,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Marketing,True,True,2025-01-06T00:00:00Z
INC-10339,two factor auth broken after phone upgrade need this fixed today,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Marketing,True,True,2025-10-13T00:00:00Z
INC-10340,conditional access policy blocking login from home office please help asap,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Operations,True,True,2025-12-12T00:00:00Z
INC-10341,"Hi team, password reset link expired before i could use it",Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Legal,True,True,2025-08-01T00:00:00Z
INC-10342,email categorisation colours disappeared after update,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Logistics,True,True,2025-03-14T00:00:00Z
INC-10343,pin login stopped working on windows hello,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Procurement,True,True,2025-04-06T00:00:00Z
INC-10344,microsoft office not activating license error,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Legal,True,True,2025-08-08T00:00:00Z
INC-10345,vpn connection drops during video calls please help asap,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Operations,True,True,2026-01-16T00:00:00Z
INC-10346,vpn client showing outdated version blocks connection,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Legal,True,True,2025-02-28T00:00:00Z
INC-10347,cant instal app says admin rights required,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Finance,True,True,2025-08-19T00:00:00Z
INC-10348,cant find network printer after moving to new floor!!,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Sales,True,True,2025-04-17T00:00:00Z
INC-10349,"Hi team, SAP logon pad not connecting to correct server",SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Finance,True,True,2025-02-27T00:00:00Z
INC-10350,vpn two factor prompt not appearing,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,HR,True,True,2025-11-18T00:00:00Z
INC-10351,group policy update removed local admin rights from devs need this fixed today,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Sales,True,True,2025-01-23T00:00:00Z
INC-10352,temp password not accepted for first login,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,HR,True,True,2025-03-02T00:00:00Z
INC-10353,"Hi team, secure print jobs not releasing at device with pin need this fixed today",Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Engineering,True,True,2025-10-21T00:00:00Z
INC-10354,vpn certificate expired cannot connect to office network,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Legal,True,True,2025-11-10T00:00:00Z
INC-10355,cant open attachments in outlook says file corrupted please help asap,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Finance,False,False,2025-07-17T00:00:00Z
INC-10356,urgent - print spooler crashing on this specific workstation,Printer Issues,P4,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,IT,True,True,2025-12-23T00:00:00Z
INC-10357,vpn works on wifi but not on mobile data need this fixed today,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,HR,True,True,2025-10-30T00:00:00Z
INC-10358,vpn connects but very slow cannot work from home please help asap,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,HR,True,True,2025-07-16T00:00:00Z
INC-10359,SAP completely down for entire procurement team since 8am,SAP Issues,P1,Restart SAP application service and clear job queue,sap_service_restart,standard,Sales,False,True,2025-09-16T00:00:00Z
INC-10360,cant install printer says access denied,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,HR,True,True,2025-01-03T00:00:00Z
INC-10361,biometric login stopped working after windows update!!,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Operations,True,True,2025-02-05T00:00:00Z
INC-10362,urgent - emails delayed by several hours before delivery,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Sales,False,False,2025-07-04T00:00:00Z
INC-10363,printer driver incompatible with windows 11 please help asap,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Engineering,True,True,2025-10-12T00:00:00Z
INC-10364,"Hi team, software restriction policy blocking approved app",Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,IT,True,True,2025-10-20T00:00:00Z
INC-10365,entire dev team lost access to production readonly view,Permissions/Access,P2,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,False,True,2025-08-18T00:00:00Z
INC-10366,network switch port needs enabling for new pc need this fixed today,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Legal,True,True,2025-04-28T00:00:00Z
INC-10367,all overseas staff cannot connect to vpn since last night,VPN Problems,P1,Renew or reinstall VPN certificate,vpn_cert_renew,standard,IT,False,True,2026-01-10T00:00:00Z
INC-10368,bulk emails to department failing with quota error,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,Logistics,True,True,2025-11-08T00:00:00Z
INC-10369,board member cannot access laptop before important presentation,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,vip,Operations,False,True,2025-12-14T00:00:00Z
INC-10370,network driver rollback needed after bad update need this fixed today,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Operations,True,True,2025-01-08T00:00:00Z
INC-10371,urgent - outlook search not finding emails from last month,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,Logistics,True,True,2025-09-03T00:00:00Z
INC-10372,network printer needs to be added to new department!!,Printer Issues,P4,Re-map network printer and verify IP address,printer_network_map,standard,IT,True,True,2025-06-07T00:00:00Z
INC-10373,two factor auth broken after phone upgrade!!,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,HR,True,True,2025-08-29T00:00:00Z
INC-10374,domain account inactive after 90 days need this fixed today,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Sales,True,True,2025-05-12T00:00:00Z
INC-10375,print queue stuck all jobs pending need this fixed today please help asap,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Engineering,True,True,2026-01-20T00:00:00Z
