ticket_id,description,category,severity,resolution,resolution_cluster,user_tier,department,auto_resolved,verified,created_at
INC-10376,"Hi team, colour printer printing in black and white only",Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Logistics,True,True,2025-02-12T00:00:00Z
INC-10377,new team member needs same access as colleague need this fixed today!!,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Finance,True,True,2025-03-31T00:00:00Z
INC-10378,high volume printer offline after firmware update,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Procurement,False,True,2026-01-30T00:00:00Z
INC-10379,vpn connected but cannot reach any internal systems,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Engineering,False,False,2025-06-28T00:00:00Z
INC-10380,"Hi team, SAP print spool not releasing documents",SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Finance,True,True,2025-01-25T00:00:00Z
INC-10381,whole project team needs access to new sharepoint site,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Engineering,True,True,2025-10-11T00:00:00Z
INC-10382,ethernet not working on new docking station,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Engineering,True,True,2025-10-25T00:00:00Z
INC-10383,mail flow stopped between two internal departments,Email Access,P2,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Logistics,False,True,2025-06-16T00:00:00Z
INC-10384,security group deleted accidentally 50 users lost access,Permissions/Access,P2,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,False,True,2025-11-29T00:00:00Z
INC-10385,entire team license expired cannot use business software,Software Install,P2,Assign or reactivate software license for user,software_license_assign,standard,Sales,False,True,2025-09-09T00:00:00Z
INC-10386,vpn client not compatible with new antivirus software,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,IT,True,True,2026-01-08T00:00:00Z
INC-10387,Chief Risk Officer cannot access compliance folder for board report,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,vip,Operations,False,True,2025-10-30T00:00:00Z
INC-10388,urgent - authenticator backup codes not accepted,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Engineering,True,True,2025-11-08T00:00:00Z
INC-10389,print preview fine but output wrong orientation,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Logistics,False,False,2026-01-20T00:00:00Z
INC-10390,distribution list not working emails bouncing need this fixed today,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Logistics,True,True,2025-01-15T00:00:00Z
INC-10391,new cost centre not reflecting in SAP user master data,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Procurement,True,True,2025-04-22T00:00:00Z
INC-10392,64 bit app installed but 32 bit version needed this is urgent,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Sales,False,True,2025-01-13T00:00:00Z
INC-10393,contractor needs read access to project documentation folder,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,contractor,Sales,True,True,2025-06-29T00:00:00Z
INC-10394,cant instal app says admin rights required need this fixed today!!,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Operations,True,True,2025-09-12T00:00:00Z
INC-10395,voip phone not registering likely network port issue need this fixed today please help asap,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Engineering,True,True,2025-11-15T00:00:00Z
INC-10396,new ip phone not getting network connectivity need this fixed today,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Operations,True,True,2025-08-16T00:00:00Z
INC-10397,microsoft 365 apps slow but local network is fine!!,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Operations,True,True,2025-03-15T00:00:00Z
INC-10398,urgent - permission inheritance broken on nested sharepoint folders,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Operations,False,True,2025-06-08T00:00:00Z
INC-10399,"Hi team, SAP not opening after laptop reimaged",SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Logistics,True,True,2025-03-23T00:00:00Z
INC-10400,software deployment failing for all machines in building,Software Install,P2,Run installer with elevated admin privileges,software_admin_install,standard,Engineering,False,True,2026-01-16T00:00:00Z
INC-10401,teams channel access denied for project member,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Engineering,True,True,2025-01-12T00:00:00Z
INC-10402,slow dns lookup affecting all applications need this fixed today,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Sales,True,True,2025-11-05T00:00:00Z
INC-10403,"Hi team, vpn client crashed after windows update need this fixed today",VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Finance,True,True,2025-07-03T00:00:00Z
INC-10404,duplicate SAP user accounts created during migration blocking logins,SAP Issues,P2,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Engineering,False,True,2025-01-06T00:00:00Z
INC-10405,removed from security group by mistake lost access need this fixed today,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Engineering,True,True,2025-05-28T00:00:00Z
INC-10406,password reset required for contractor account,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,contractor,Operations,True,True,2025-01-01T00:00:00Z
INC-10407,wrong company code appearing in SAP dropdown for my user,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Operations,True,True,2025-04-21T00:00:00Z
INC-10408,new phone cant set up microsoft authenticator,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Operations,True,True,2025-05-12T00:00:00Z
INC-10409,shared printer not visible to new users need this fixed today,Printer Issues,P3,Re-map network printer and verify IP address,printer_network_map,standard,Engineering,True,True,2025-08-12T00:00:00Z
INC-10410,"Hi team, vpn logs showing tls handshake failure need this fixed today",VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,Engineering,True,True,2025-12-23T00:00:00Z
INC-10411,group policy update removed local admin rights from devs please help asap,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Marketing,True,True,2025-11-03T00:00:00Z
INC-10412,sharepoint site access denied after owner left please help asap,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Procurement,True,True,2026-01-16T00:00:00Z
INC-10413,ip address conflict warning on my machine,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Sales,True,True,2025-03-04T00:00:00Z
INC-10414,SAP down for finance month end close critical,SAP Issues,P1,Restart SAP application service and clear job queue,sap_service_restart,standard,Operations,False,True,2025-04-12T00:00:00Z
INC-10415,follow me printing not working after new card issued this is urgent,Printer Issues,P4,Re-map network printer and verify IP address,printer_network_map,standard,Logistics,True,True,2025-10-30T00:00:00Z
INC-10416,SAP login not working since morning,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Sales,True,True,2025-07-16T00:00:00Z
INC-10417,power user group access needed for software testing need this fixed today,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Operations,True,True,2025-04-27T00:00:00Z
INC-10418,urgent - locked out of account need urgent access,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Sales,True,True,2025-07-11T00:00:00Z
INC-10419,new joiner cannot login on first day need this fixed today!!,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,HR,True,True,2025-08-25T00:00:00Z
INC-10420,microsoft 365 services slow for entire department,Network/Connectivity,P2,Flush DNS cache and renew IP address,network_dns_flush,standard,IT,False,True,2025-12-14T00:00:00Z
INC-10421,meeting invites not showing in calendar please help asap,Email Access,P3,Rebuild or repair Outlook profile,email_profile_repair,standard,IT,True,True,2025-06-01T00:00:00Z
INC-10422,SSO redirecting to error page after company domain migration,Auth/SSO,P2,Clear SSO token cache and force re-authentication,sso_token_refresh,standard,IT,False,True,2025-07-26T00:00:00Z
INC-10423,software update failed application now broken please help asap,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Operations,True,True,2025-11-19T00:00:00Z
INC-10424,print jobs disappearing without printing please help asap,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Engineering,True,True,2025-08-24T00:00:00Z
INC-10425,read only access on folder should have edit rights please help asap,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Legal,True,True,2025-03-27T00:00:00Z
INC-10426,urgent - print queue shows 200 stuck jobs from last night,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,HR,True,True,2025-05-09T00:00:00Z
INC-10427,"Hi team, cannot reach development server from workstation",Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,Marketing,True,True,2025-12-28T00:00:00Z
INC-10428,SAP password expired reset option unavailable,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Marketing,True,True,2025-08-09T00:00:00Z
INC-10429,software trial version expired need full license,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,IT,True,True,2025-09-18T00:00:00Z
INC-10430,"Hi team, power user group access needed for software testing",Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,IT,True,True,2025-08-21T00:00:00Z
INC-10431,removed from multiple groups losing different access,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,HR,False,True,2026-01-18T00:00:00Z
INC-10432,new joiner cannot login on first day account not provisioned,Auth/SSO,P2,Unlock user account in Active Directory,account_unlock,standard,Legal,False,True,2025-06-29T00:00:00Z
INC-10433,pdf printing distorted text scrambled need this fixed today,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Sales,True,True,2025-06-02T00:00:00Z
INC-10434,SAP print spool not releasing documents need this fixed today,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,IT,True,True,2026-01-22T00:00:00Z
INC-10435,sap passwrd reset pls urgent need this fixed today,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Procurement,True,True,2025-01-03T00:00:00Z
INC-10436,SAP basis reports application server needs emergency restart,SAP Issues,P1,Restart SAP application service and clear job queue,sap_service_restart,standard,Sales,False,True,2025-06-10T00:00:00Z
INC-10437,secure print job stuck cannot release with correct pin,Printer Issues,P4,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Legal,True,True,2025-05-07T00:00:00Z
INC-10438,cannot delete stuck print jobs queue frozen please help asap,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Engineering,True,True,2026-01-21T00:00:00Z
INC-10439,wrong cost centre showing in SAP user profile need this fixed today this is urgent,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,IT,True,True,2025-11-17T00:00:00Z
INC-10440,SAP business warehouse queries timing out repeatedly,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,Finance,True,True,2025-06-21T00:00:00Z
INC-10441,"Hi team, vpn auto connect feature stopped working",VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Logistics,True,True,2025-10-24T00:00:00Z
INC-10442,application shortcut missing from desktop after profile migration,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Finance,True,True,2025-02-28T00:00:00Z
INC-10443,out of office not turning off after disabling need this fixed today,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Sales,True,True,2025-05-04T00:00:00Z
INC-10444,cannot access finance module in SAP need this fixed today,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Marketing,True,True,2025-02-08T00:00:00Z
INC-10445,"Hi team, windows login not working password seems expired",Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Marketing,True,True,2025-11-02T00:00:00Z
INC-10446,distribution list not working emails bouncing please help asap,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Engineering,True,True,2025-10-18T00:00:00Z
INC-10447,urgent - SAP not opening after laptop reimaged need this fixed today,SAP Issues,P3,Reset SAP credentials and clear session cache,sap_credential_reset,standard,Logistics,True,True,2025-12-08T00:00:00Z
INC-10448,temp password not accepted for first login need this fixed today,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Engineering,True,True,2025-07-29T00:00:00Z
INC-10449,vpn not connecting says authentication failed need this fixed today!!,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,IT,True,True,2025-10-06T00:00:00Z
INC-10450,entire building lost internet access since 9am all users affected,Network/Connectivity,P1,Enable network port on switch for user device,network_port_enable,standard,Operations,False,True,2025-03-15T00:00:00Z
INC-10451,urgent - vpn connection drops during video calls need this fixed today,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,HR,True,True,2025-12-23T00:00:00Z
INC-10452,"Hi team, printer spooler service keeps crashing",Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,Legal,True,True,2025-11-20T00:00:00Z
INC-10453,contractor needs temporary license for project tools!!,Software Install,P3,Assign or reactivate software license for user,software_license_assign,contractor,Sales,True,True,2025-05-24T00:00:00Z
INC-10454,cant access SAP purchasing module,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Marketing,True,True,2025-08-24T00:00:00Z
INC-10455,domain account inactive after 90 days,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Sales,True,True,2025-10-15T00:00:00Z
INC-10456,CEO cannot login to laptop password expired,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,vip,HR,False,True,2025-02-12T00:00:00Z
INC-10457,vpn keeps reverting to old config after every reboot,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Engineering,True,True,2025-06-04T00:00:00Z
INC-10458,AD account showing as expired need this fixed today,Auth/SSO,P3,Unlock user account in Active Directory,account_unlock,standard,Procurement,True,True,2025-03-08T00:00:00Z
INC-10459,group policy blocking access to control panel,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Sales,True,True,2025-05-20T00:00:00Z
INC-10460,file permissions reset after server patching,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Procurement,True,True,2025-06-10T00:00:00Z
INC-10461,cant reset password from self service portal,Auth/SSO,P3,Reset user password via LDAP / Active Directory,password_reset,standard,Engineering,True,True,2025-06-08T00:00:00Z
INC-10462,urgent - admin rights revoked cant do basic IT tasks need this fixed today,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Sales,True,True,2025-04-20T00:00:00Z
INC-10463,some websites blocked incorrectly by firewall need this fixed today,Network/Connectivity,P3,Flush DNS cache and renew IP address,network_dns_flush,standard,IT,True,True,2025-08-08T00:00:00Z
INC-10464,room mailbox not accepting booking requests from users,Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Engineering,True,True,2025-08-08T00:00:00Z
INC-10465,no internet access at my desk since morning need this fixed today!!,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,True,True,2025-03-20T00:00:00Z
INC-10466,cant activate windows on new laptop need this fixed today,Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Finance,True,True,2025-07-08T00:00:00Z
INC-10467,Director lost access to finance systems after role change,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,vip,Sales,False,True,2025-10-19T00:00:00Z
INC-10468,"Hi team, new mac laptop vpn client not compatible need this fixed today",VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,IT,True,True,2025-11-27T00:00:00Z
INC-10469,split tunneling not working correctly on vpn connection!!,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Legal,True,True,2025-01-10T00:00:00Z
INC-10470,application wont uninstall stuck in programs list need this fixed today,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,IT,True,True,2025-03-30T00:00:00Z
INC-10471,network monitoring alerting on port flapping this is urgent,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Procurement,False,True,2025-12-20T00:00:00Z
INC-10472,cannot access finance module in SAP please help asap,SAP Issues,P3,Reassign or repair SAP user role permissions,sap_role_assign,standard,Sales,True,True,2026-01-14T00:00:00Z
INC-10473,vpn error 812 authentication rejected please help asap,VPN Problems,P3,Renew or reinstall VPN certificate,vpn_cert_renew,standard,IT,True,True,2025-05-14T00:00:00Z
INC-10474,printer keeps going into error state after every job,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,IT,False,False,2025-05-24T00:00:00Z
INC-10475,bitlocker policy forcing encryption need exemption need this fixed today!!,Permissions/Access,P3,Fix Group Policy Object causing access denial,permission_policy_fix,standard,Legal,True,True,2026-01-17T00:00:00Z
INC-10476,"Hi team, email alias not working bouncing from external senders",Email Access,P3,Remove conflicting email rules or corrupted filters,email_rule_fix,standard,Marketing,True,True,2025-03-28T00:00:00Z
INC-10477,urgent - high packet loss on specific floor of building,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Logistics,False,False,2025-05-06T00:00:00Z
INC-10478,power bi desktop not opening after update,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Marketing,True,True,2025-04-29T00:00:00Z
INC-10479,cant access shared drive folder access denied,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Legal,True,True,2025-12-31T00:00:00Z
INC-10480,packet loss on network causing application timeouts!!,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,Legal,False,False,2025-01-02T00:00:00Z
INC-10481,new role need access to additional systems need this fixed today,Permissions/Access,P3,Assign correct role or group membership in AD,permission_role_assign,standard,Finance,True,True,2025-05-08T00:00:00Z
INC-10482,software needs specific port opened for activation need this fixed today,Software Install,P3,Run installer with elevated admin privileges,software_admin_install,standard,Marketing,True,True,2025-10-21T00:00:00Z
INC-10483,print spooler wont start error 1053,Printer Issues,P3,Clear stuck print queue and restart spooler service,printer_queue_clear,standard,IT,True,True,2025-04-28T00:00:00Z
INC-10484,"Hi team, teams plugin missing from outlook after reinstall",Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Marketing,True,True,2025-04-13T00:00:00Z
INC-10485,urgent - SAP not loading after todays patch update,SAP Issues,P3,Restart SAP application service and clear job queue,sap_service_restart,standard,IT,True,True,2025-05-21T00:00:00Z
INC-10486,smart card login failing after card replacement need this fixed today,Auth/SSO,P3,Reconfigure or reset MFA / 2FA device,mfa_reconfigure,standard,Procurement,True,True,2025-04-21T00:00:00Z
INC-10487,vpn gateway unreachable error since morning,VPN Problems,P3,Push updated VPN configuration to user device,vpn_config_push,standard,Finance,True,True,2025-10-16T00:00:00Z
INC-10488,"Hi team, software license expired need renewal need this fixed today",Software Install,P3,Assign or reactivate software license for user,software_license_assign,standard,Marketing,True,True,2025-02-23T00:00:00Z
INC-10489,whole project team needs access to new sharepoint site need this fixed today!!,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,Legal,True,True,2025-03-27T00:00:00Z
INC-10490,urgent - printer error 0x00000709 when setting as default,Printer Issues,P3,Reinstall or update printer driver,printer_driver_install,standard,Procurement,True,True,2025-04-22T00:00:00Z
INC-10491,new desk no network connection port not active need this fixed today,Network/Connectivity,P3,Enable network port on switch for user device,network_port_enable,standard,HR,True,True,2025-02-15T00:00:00Z
INC-10492,mailbox quota exceeded cant send or receive!!,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,standard,HR,True,True,2026-01-16T00:00:00Z
INC-10493,excel crashing when opening large files after update need this fixed today,Software Install,P3,Uninstall and clean reinstall application,software_reinstall,standard,Legal,True,True,2025-12-29T00:00:00Z
INC-10494,vpn keeps asking to reinstall even after reinstalling need this fixed today,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Marketing,True,True,2025-09-29T00:00:00Z
INC-10495,vpn keeps asking to reinstall even after reinstalling please help asap,VPN Problems,P3,Uninstall and reinstall VPN client software,vpn_client_reinstall,standard,Procurement,True,True,2025-12-31T00:00:00Z
INC-10496,new office location has no active network ports installed,Network/Connectivity,P2,Enable network port on switch for user device,network_port_enable,standard,Operations,False,True,2025-01-17T00:00:00Z
INC-10497,read permission granted but user needs write access too,Permissions/Access,P3,Grant folder/share access permissions in AD,permission_folder,standard,HR,True,True,2025-03-10T00:00:00Z
INC-10498,dual monitor setup causes network adapter to drop,Network/Connectivity,P3,Update network adapter driver,network_driver_update,standard,Finance,True,True,2025-09-17T00:00:00Z
INC-10499,contractor mailbox quota too small for project needs,Email Access,P3,Clear mailbox quota and archive old emails,email_quota_fix,contractor,HR,True,True,2025-01-28T00:00:00Z
